9,2,46,0,9,"init@31-39@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","init","init",31,39
8,2,49,0,8,"userData@43-50@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","userData","userData",43,50
3,1,23,0,3,"setUserData:@54-56@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","setUserData:","setUserData:( NSDictionary * )",54,56
5,1,29,0,5,"setOauthToken:@58-62@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","setOauthToken:","setOauthToken:( NSString * )",58,62
5,1,29,0,5,"setOauthTokenSecret:@64-68@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","setOauthTokenSecret:","setOauthTokenSecret:( NSString * )",64,68
7,2,20,0,7,"isLoggedIn@72-78@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","isLoggedIn","isLoggedIn",72,78
2,1,3,0,3,"login@80-82@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","login","login",80,82
9,1,61,0,12,"logout@84-95@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","logout","logout",84,95
33,4,227,0,45,"checkUser@97-141@Cardapio USP/OAuth/_OAuthUSP.m","Cardapio USP/OAuth/_OAuthUSP.m","checkUser","checkUser",97,141
4,1,13,0,4,"OAuthUSP@20-23@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","OAuthUSP","OAuthUSP()",20,23
6,1,37,0,8,"sharedInstance@29-36@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","sharedInstance","sharedInstance",29,36
9,2,46,0,9,"init@38-46@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","init","init",38,46
23,5,134,0,28,"userData@50-77@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","userData","userData",50,77
3,1,23,0,3,"setUserData:@82-84@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","setUserData:","setUserData:( NSDictionary * )",82,84
5,1,29,0,5,"setOauthToken:@86-90@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","setOauthToken:","setOauthToken:( NSString * )",86,90
5,1,29,0,5,"setOauthTokenSecret:@92-96@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","setOauthTokenSecret:","setOauthTokenSecret:( NSString * )",92,96
6,2,14,0,6,"isLoggedIn@100-105@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","isLoggedIn","isLoggedIn",100,105
5,1,54,0,5,"login@107-111@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","login","login",107,111
3,1,8,0,3,"logout@113-115@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","logout","logout",113,115
8,1,50,0,11,"apagarCredenciais@117-127@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","apagarCredenciais","apagarCredenciais",117,127
39,6,317,0,52,"registrarToken@131-182@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","registrarToken","registrarToken",131,182
36,6,279,0,48,"invalidarToken@185-232@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","invalidarToken","invalidarToken",185,232
26,4,238,0,35,"consultarToken@234-268@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","consultarToken","consultarToken",234,268
8,1,47,0,11,"session@271-281@Cardapio USP/OAuth/OAuthUSP.m","Cardapio USP/OAuth/OAuthUSP.m","session","session",271,281
8,1,34,0,8,"utf8AndURLEncode@14-21@Cardapio USP/OAuth/NSString+URLEncoding.m","Cardapio USP/OAuth/NSString+URLEncoding.m","utf8AndURLEncode","utf8AndURLEncode",14,21
7,1,35,0,7,"getUUID@24-30@Cardapio USP/OAuth/NSString+URLEncoding.m","Cardapio USP/OAuth/NSString+URLEncoding.m","getUUID","getUUID",24,30
5,1,32,0,6,"getNonce@33-38@Cardapio USP/OAuth/NSString+URLEncoding.m","Cardapio USP/OAuth/NSString+URLEncoding.m","getNonce","getNonce",33,38
5,1,63,2,6,"CHPercentEscapedQueryStringPairMemberFromStringWithEncoding@38-43@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","CHPercentEscapedQueryStringPairMemberFromStringWithEncoding","CHPercentEscapedQueryStringPairMemberFromStringWithEncoding( NSString * string , NSStringEncoding encoding)",38,43
9,2,46,0,11,"initWithField: value:@61-71@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","initWithField: value:","initWithField:( id ) value:( id )",61,71
7,3,78,0,7,"URLEncodedStringValueWithEncoding:@73-79@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","URLEncodedStringValueWithEncoding:","URLEncodedStringValueWithEncoding:( NSStringEncoding )",73,79
7,2,54,2,8,"CHQueryStringFromParametersWithEncoding@88-95@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","CHQueryStringFromParametersWithEncoding","CHQueryStringFromParametersWithEncoding( NSDictionary * parameters , NSStringEncoding stringEncoding)",88,95
3,1,16,1,3,"CHQueryStringPairsFromDictionary@97-99@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","CHQueryStringPairsFromDictionary","CHQueryStringPairsFromDictionary( NSDictionary * dictionary)",97,99
19,5,213,2,22,"CHQueryStringPairsFromKeyAndValue@101-122@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","CHQueryStringPairsFromKeyAndValue","CHQueryStringPairsFromKeyAndValue( NSString * key , id value)",101,122
21,5,150,1,25,"CHParametersFromQueryString@125-149@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","CHParametersFromQueryString","CHParametersFromQueryString( NSString * queryString)",125,149
21,2,88,1,21,"loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.if@178-198@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.if","loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.if( oauth_token_secret && oauth_token)",178,198
1,1,21,0,1,"loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.error@201-201@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.error","loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.error",201,201
3,1,3,0,3,"loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.;@202-204@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.;","loginWithWebView: completion: NSDictionary.loginWithWebView: completion: NSDictionary.alloc.;",202,204
2,1,21,0,43,"loginWithWebView: completion: NSDictionary@163-205@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","loginWithWebView: completion: NSDictionary","loginWithWebView:( WKWebView * ) completion:( void ( ^ ) NSDictionary",163,205
13,2,145,3,17,"obtainRequestTokenWithCompletion: NSError.CHQueryStringFromParametersWithEncoding@217-233@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","obtainRequestTokenWithCompletion: NSError.CHQueryStringFromParametersWithEncoding","obtainRequestTokenWithCompletion: NSError.CHQueryStringFromParametersWithEncoding( allParameters , NSUTF8StringEncoding);NSString*baseString=[REQUEST_TOKEN_METHOD stringByAppendingFormat:@'&%@&%@',request_url.utf8AndURLEncode,parametersString.utf8AndURLEncode];NSString*secretString=[oauth_consumer_secret.utf8AndURLEncode stringByAppendingString:@'&'];NSString*oauth_signature=[self.class signClearText:baseString withSecret:secretString];[allParameters setValue:oauth_signature forKey:@'oauth_signature'];parametersString=CHQueryStringFromParametersWithEncoding( allParameters , NSUTF8StringEncoding);NSMutableURLRequest*request=[NSMutableURLRequest requestWithURL:[NSURL URLWithString:request_url]];request.HTTPMethod=REQUEST_TOKEN_METHOD;NSMutableArray*parameterPairs=[NSMutableArray array];for( NSString * name in allParameters){NSString*aPair=[name stringByAppendingFormat:@'=\'%@\'',[allParameters[name]utf8AndURLEncode]];[parameterPairs addObject:aPair];}",217,233
11,1,108,4,38,"obtainRequestTokenWithCompletion: NSError@209-246@Cardapio USP/OAuth/OAuth1Controller.m","Cardapio USP/OAuth/OAuth1Controller.m","obtainRequestTokenWithCompletion: NSError","obtainRequestTokenWithCompletion:( void ( ^ ) NSError NSString*oAuthHeader=[@'OAuth 'stringByAppendingFormat:@'%@',[parameterPairs componentsJoinedByString:@', ']];[request setValue:oAuthHeader forHTTPHeaderField:@'Authorization'];NSURLSession*session=[NSURLSession sharedSession];[[session dataTaskWithRequest:request completionHandler:^( NSData * data , NSURLResponse * response , NSError * error){NSString*reponseString=[[NSString alloc]initWithData:data encoding:NSUTF8StringEncoding];completion( nil , CHParametersFromQueryString(reponseString));}]resume];}",209,246
7,2,37,0,8,"initWithNibName: bundle:@27-34@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","initWithNibName: bundle:","initWithNibName:( NSString * ) bundle:( NSBundle * )",27,34
13,1,122,0,20,"viewDidLoad@36-55@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","viewDidLoad","viewDidLoad",36,55
3,1,8,0,4,"didReceiveMemoryWarning@57-60@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","didReceiveMemoryWarning","didReceiveMemoryWarning",57,60
3,1,6,0,3,"shouldAutorotate@62-64@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","shouldAutorotate","shouldAutorotate",62,64
3,1,6,0,3,"supportedInterfaceOrientations@66-68@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","supportedInterfaceOrientations","supportedInterfaceOrientations",66,68
3,1,6,0,3,"preferredInterfaceOrientationForPresentation@70-72@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","preferredInterfaceOrientationForPresentation","preferredInterfaceOrientationForPresentation",70,72
5,2,22,0,6,"oauthController@74-79@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","oauthController","oauthController",74,79
3,1,13,0,3,"cancelar@83-85@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","cancelar","cancelar",83,85
16,2,104,0,24,"login@89-112@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","login","login",89,112
15,3,100,0,22,"logout@113-134@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","logout","logout",113,134
39,8,233,0,50,"saveUserData@138-187@Cardapio USP/OAuth/LoginWebViewController.m","Cardapio USP/OAuth/LoginWebViewController.m","saveUserData","saveUserData",138,187
6,1,37,0,8,"sharedInstance@15-22@Cardapio USP/OAuth/STIOauth.m","Cardapio USP/OAuth/STIOauth.m","sharedInstance","sharedInstance",15,22
27,5,251,0,35,"registrarToken:@26-60@Cardapio USP/OAuth/STIOauth.m","Cardapio USP/OAuth/STIOauth.m","registrarToken:","registrarToken:( NSString * )",26,60
25,5,238,0,33,"invalidarToken:@63-95@Cardapio USP/OAuth/STIOauth.m","Cardapio USP/OAuth/STIOauth.m","invalidarToken:","invalidarToken:( NSString * )",63,95
25,5,238,0,33,"consultarToken:@97-129@Cardapio USP/OAuth/STIOauth.m","Cardapio USP/OAuth/STIOauth.m","consultarToken:","consultarToken:( NSString * )",97,129
8,1,47,0,11,"session@132-142@Cardapio USP/OAuth/STIOauth.m","Cardapio USP/OAuth/STIOauth.m","session","session",132,142
6,1,43,0,6,"sharedView@79-84@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","sharedView","sharedView",79,84
3,1,19,0,3,"setStatus:@88-90@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setStatus:","setStatus:( NSString * )",88,90
4,1,24,0,4,"setBackgroundColor:@92-95@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setBackgroundColor:","setBackgroundColor:( UIColor * )",92,95
4,1,18,0,4,"setForegroundColor:@97-100@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setForegroundColor:","setForegroundColor:( UIColor * )",97,100
4,1,18,0,4,"setFont:@102-105@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setFont:","setFont:( UIFont * )",102,105
4,1,17,0,4,"setRingThickness:@107-110@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setRingThickness:","setRingThickness:( CGFloat )",107,110
4,1,18,0,4,"setSuccessImage:@112-115@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setSuccessImage:","setSuccessImage:( UIImage * )",112,115
4,1,18,0,4,"setErrorImage:@117-120@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setErrorImage:","setErrorImage:( UIImage * )",117,120
3,1,20,0,3,"show@124-126@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","show","show",124,126
3,1,26,0,3,"showWithStatus:@128-130@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showWithStatus:","showWithStatus:( NSString * )",128,130
3,1,25,0,3,"showWithMaskType:@132-134@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showWithMaskType:","showWithMaskType:( SVProgressHUDMaskType )",132,134
3,1,32,0,3,"showWithStatus: maskType:@136-138@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showWithStatus: maskType:","showWithStatus:( NSString * ) maskType:( SVProgressHUDMaskType )",136,138
3,1,24,0,3,"showProgress:@140-142@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showProgress:","showProgress:( float )",140,142
3,1,31,0,3,"showProgress: status:@144-146@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showProgress: status:","showProgress:( float ) status:( NSString * )",144,146
3,1,37,0,3,"showProgress: status: maskType:@148-150@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showProgress: status: maskType:","showProgress:( float ) status:( NSString * ) maskType:( SVProgressHUDMaskType )",148,150
4,1,24,0,4,"showSuccessWithStatus:@154-157@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showSuccessWithStatus:","showSuccessWithStatus:( NSString * )",154,157
4,1,24,0,4,"showErrorWithStatus:@159-162@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showErrorWithStatus:","showErrorWithStatus:( NSString * )",159,162
4,1,45,0,4,"showImage: status:@164-167@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showImage: status:","showImage:( UIImage * ) status:( NSString * )",164,167
5,2,30,0,5,"popActivity@172-176@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","popActivity","popActivity",172,176
5,2,20,0,5,"dismiss@178-182@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","dismiss","dismiss",178,182
3,1,17,0,3,"setOffsetFromCenter:@187-189@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setOffsetFromCenter:","setOffsetFromCenter:( UIOffset )",187,189
3,1,10,0,3,"resetOffsetFromCenter@191-193@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","resetOffsetFromCenter","resetOffsetFromCenter",191,193
27,4,207,0,31,"initWithFrame:@197-227@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","initWithFrame:","initWithFrame:( CGRect )",197,227
24,3,215,0,32,"drawRect:@229-260@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","drawRect:","drawRect:( CGRect )",229,260
62,12,569,0,80,"updatePosition@262-341@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","updatePosition","updatePosition",262,341
4,1,22,0,6,"setStatus:@343-348@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setStatus:","setStatus:( NSString * )",343,348
6,3,30,0,8,"setFadeOutTimer:@350-357@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","setFadeOutTimer:","setFadeOutTimer:( NSTimer * )",350,357
22,1,123,0,26,"registerNotifications@360-385@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","registerNotifications","registerNotifications",360,385
4,2,25,0,4,"notificationUserInfo@388-391@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","notificationUserInfo","notificationUserInfo",388,391
66,11,410,0,81,"positionHUD:@394-474@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","positionHUD:","positionHUD:( NSNotification * )",394,474
4,1,54,0,4,"moveToPoint: rotateAngle:@476-479@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","moveToPoint: rotateAngle:","moveToPoint:( CGPoint ) rotateAngle:( CGFloat )",476,479
3,1,28,0,3,"overlayViewDidReceiveTouchEvent: forEvent:@481-483@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","overlayViewDidReceiveTouchEvent: forEvent:","overlayViewDidReceiveTouchEvent:( id ) forEvent:( UIEvent * )",481,483
74,11,482,0,90,"showProgress: status: maskType:@487-576@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showProgress: status: maskType:","showProgress:( float ) status:( NSString * ) maskType:( SVProgressHUDMaskType )",487,576
12,1,104,0,12,"image: withTintColor:@579-590@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","image: withTintColor:","image:( UIImage * ) withTintColor:( UIColor * )",579,590
27,4,225,0,34,"showImage: status: duration:@592-625@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","showImage: status: duration:","showImage:( UIImage * ) status:( NSString * ) duration:( NSTimeInterval )",592,625
39,5,234,0,50,"dismiss@627-676@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","dismiss","dismiss",627,676
52,3,449,0,62,"indefiniteAnimatedLayer@681-742@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","indefiniteAnimatedLayer","indefiniteAnimatedLayer",681,742
11,2,66,0,11,"ringLayer@744-754@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","ringLayer","ringLayer",744,754
12,2,77,0,12,"backgroundRingLayer@756-767@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","backgroundRingLayer","backgroundRingLayer",756,767
15,3,68,0,18,"cancelRingLayerAnimation@769-786@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","cancelRingLayerAnimation","cancelRingLayerAnimation",769,786
13,1,156,0,15,"createRingLayerWithCenter: radius: lineWidth: color:@788-802@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","createRingLayerWithCenter: radius: lineWidth: color:","createRingLayerWithCenter:( CGPoint ) radius:( CGFloat ) lineWidth:( CGFloat ) color:( UIColor * )",788,802
3,1,15,0,3,"isVisible@806-808@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","isVisible","isVisible",806,808
3,1,26,0,3,"displayDurationForString:@813-815@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","displayDurationForString:","displayDurationForString:( NSString * )",813,815
3,2,18,0,3,"isClear@817-819@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","isClear","isClear",817,819
9,2,67,0,9,"overlayView@821-829@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","overlayView","overlayView",821,829
22,3,172,0,27,"hudView@831-857@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","hudView","hudView",831,857
15,3,87,0,17,"stringLabel@859-875@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","stringLabel","stringLabel",859,875
7,3,49,0,9,"imageView@877-885@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","imageView","imageView",877,885
14,6,99,0,17,"visibleKeyboardHeight@888-904@Cardapio USP/SVProgressHUD/SVProgressHUD.m","Cardapio USP/SVProgressHUD/SVProgressHUD.m","visibleKeyboardHeight","visibleKeyboardHeight",888,904
7,2,24,0,7,"init@48-54@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","init","init",48,54
7,2,32,0,7,"initWithCoder:@56-62@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","initWithCoder:","initWithCoder:( NSCoder * )",56,62
14,2,95,0,18,"commonInit@64-81@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","commonInit","commonInit",64,81
8,2,40,0,8,"initWithContentViewController: menuViewController:@83-90@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","initWithContentViewController: menuViewController:","initWithContentViewController:( UIViewController * ) menuViewController:( UIViewController * )",83,90
4,1,24,0,4,"viewDidLoad@92-95@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","viewDidLoad","viewDidLoad",92,95
3,1,20,0,3,"viewWillAppear:@97-99@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","viewWillAppear:","viewWillAppear:( BOOL )",97,99
3,1,15,0,3,"viewDidAppear:@101-103@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","viewDidAppear:","viewDidAppear:( BOOL )",101,103
3,1,20,0,3,"viewWillDisappear:@105-107@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","viewWillDisappear:","viewWillDisappear:( BOOL )",105,107
3,1,15,0,3,"viewDidDisappear:@109-111@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","viewDidDisappear:","viewDidDisappear:( BOOL )",109,111
3,1,8,0,3,"childViewControllerForStatusBarStyle@113-115@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","childViewControllerForStatusBarStyle","childViewControllerForStatusBarStyle",113,115
3,1,8,0,3,"childViewControllerForStatusBarHidden@117-119@Cardapio USP/REFrostedViewController/REFrostedViewController.m","Cardapio USP/REFrostedViewController/REFrostedViewController.m","childViewControllerForStatusBarHidden","childViewControllerForStatusBarHidden",117,119
